Restart? - 0
Model:	2dxyz
Jx:	0.225
Jy:	0.425
Jz:	0.25
Field:	0.05
Theta:	0
Dissipation:	1
N_sites (col x row):	9    (3 x 3 )
Reference:	
000
000
000

000
000
000

---------------------------


Number of iteration:	40000
Target walker number:	25000
Initial energy shift:	-4
Time step:	0.001
Random seed:	12345
Population control damping:	0.1
Importance sampling:	0.606531
Initiator:	10
Starting time:	Mon Jan 15 16:00:27 2018

---------------------------
Time 	 State number 	 Real Mx 	 Imag Mx 	 Real My 	 Imag My 	 Real Mz 	 Imag Mz 	 Div real 	 Div imag 	 Diag_det_nb 	 Det_nbr
7480	172425	-4186.29	163.223	3700.28	-168.536	-17762.9	-724.111	24714	1075	472	172425
7481	172443	-4192.15	161.575	3699.73	-169.269	-17760.2	-735.667	24716	1105	473	172443
7482	172437	-4193.98	164.323	3703.94	-170.001	-17753.2	-733.556	24701	1096	473	172437
7483	172422	-4196.91	160.659	3706.87	-171.467	-17757.3	-740	24706	1114	472	172422
7484	172408	-4198.74	152.782	3707.06	-166.704	-17755.1	-738.889	24706	1114	472	172408
7485	172392	-4197.09	155.163	3716.03	-166.887	-17741	-737.667	24679	1111	470	172392
7486	172437	-4197.28	149.301	3720.06	-167.437	-17743	-736.889	24683	1100	471	172437
7487	172442	-4195.45	155.163	3716.77	-164.139	-17751.6	-737.333	24704	1098	471	172442
7488	172456	-4195.63	157.178	3718.78	-167.986	-17765.4	-740.222	24719	1106	471	172456
7489	172481	-4198.93	151.682	3718.78	-166.154	-17770.8	-744.889	24721	1108	471	172481
7490	172487	-4200.03	150.4	3716.4	-162.857	-17758.9	-746.556	24702	1097	471	172487
7491	172523	-4196.55	150.583	3719.52	-161.208	-17758.8	-745.667	24705	1095	472	172523
7492	172499	-4196.18	150.217	3720.98	-164.139	-17766.1	-743.889	24715	1091	472	172499
7493	172516	-4197.46	153.514	3723.55	-164.323	-17774.9	-757	24732	1123	472	172516
7494	172509	-4199.48	156.262	3726.66	-166.704	-17765.2	-752.778	24705	1129	473	172509
7495	172472	-4201.31	160.292	3728.86	-167.803	-17755.2	-750.111	24673	1117	473	172472
7496	172480	-4202.04	167.986	3730.32	-167.07	-17752.2	-741.778	24674	1116	473	172480
7497	172493	-4202.59	167.254	3731.06	-166.154	-17758.1	-727.444	24681	1085	473	172493
7498	172509	-4203.87	167.07	3727.94	-159.01	-17749.7	-730.111	24673	1091	472	172509
7499	172496	-4208.82	165.422	3724.46	-159.926	-17760.3	-731.222	24683	1093	471	172496
7500	172481	-4213.95	158.644	3729.41	-160.659	-17759.3	-723.889	24680	1081	471	172481
7501	172478	-4217.25	155.529	3729.22	-159.56	-17760.4	-728.111	24686	1085	472	172478
7502	172458	-4223.11	160.292	3728.13	-157.728	-17760.6	-726.444	24681	1080	472	172458
7503	172484	-4222.38	155.896	3732.52	-153.331	-17764.1	-730	24693	1094	470	172484
7504	172507	-4228.79	159.926	3731.06	-148.385	-17762.6	-724.778	24689	1089	470	172507
7505	172510	-4223.29	162.857	3737.28	-147.652	-17766.3	-716.556	24685	1083	469	172510
7506	172552	-4218.34	160.292	3735.45	-150.4	-17779.2	-721.444	24709	1075	469	172552
7507	172554	-4216.51	164.323	3737.28	-147.469	-17773.9	-722.889	24703	1082	469	172554
7508	172561	-4219.26	164.139	3737.83	-145.087	-17776.6	-720.778	24693	1077	468	172561
7509	172589	-4223.11	162.857	3736.92	-142.34	-17773.9	-718.222	24689	1066	468	172589
7510	172610	-4221.83	159.193	3731.42	-142.523	-17775.8	-717	24680	1057	468	172610
7511	172622	-4219.08	163.04	3731.61	-141.607	-17769.3	-721.444	24672	1061	468	172622
7512	172592	-4215.78	165.055	3729.96	-140.874	-17783.3	-734.778	24696	1085	468	172592
7513	172589	-4215.78	161.941	3736.74	-140.508	-17789.3	-746.667	24718	1114	465	172589
7514	172567	-4218.89	162.307	3741.13	-136.661	-17787.9	-743.556	24723	1106	465	172567
7515	172576	-4216.51	163.407	3744.06	-136.844	-17788.6	-748.667	24725	1108	466	172576
7516	172596	-4218.16	165.055	3741.68	-130.066	-17788.9	-746	24728	1108	466	172596
7517	172607	-4222.38	165.055	3733.62	-128.051	-17791.2	-747.333	24735	1114	467	172607
7518	172621	-4226.95	167.803	3731.61	-121.273	-17801.1	-751.111	24744	1122	465	172621
7519	172612	-4226.77	169.818	3729.22	-115.227	-17804.7	-753.222	24746	1127	466	172612
7520	172604	-4227.32	167.437	3728.67	-113.945	-17797	-755.444	24731	1133	467	172604
7521	172588	-4231.72	164.323	3733.99	-116.876	-17800.8	-745.222	24743	1119	467	172588
7522	172569	-4231.35	164.139	3731.97	-113.212	-17800.2	-740.444	24750	1112	467	172569
7523	172569	-4231.17	170.001	3729.41	-113.762	-17805.8	-749	24764	1117	468	172569
7524	172535	-4230.99	164.506	3734.17	-116.143	-17807	-754.556	24759	1143	466	172535
7525	172549	-4231.72	169.635	3735.27	-117.975	-17803.4	-761.556	24751	1156	467	172549
7526	172598	-4229.89	164.139	3733.07	-118.342	-17810.6	-751.667	24771	1141	468	172598
7527	172585	-4231.72	161.758	3733.25	-119.807	-17813.8	-759	24762	1145	468	172585
7528	172608	-4230.62	165.605	3733.8	-123.105	-17809.2	-756.556	24751	1145	468	172608
7529	172615	-4236.85	163.407	3730.51	-126.036	-17809.7	-754.556	24745	1133	469	172615
7530	172648	-4235.02	167.254	3725.93	-130.799	-17815.1	-751.889	24752	1119	468	172648
7531	172628	-4236.66	169.635	3729.04	-122.555	-17813.1	-743.778	24750	1100	468	172628
7532	172620	-4240.51	168.902	3726.11	-117.609	-17826.6	-746.778	24765	1113	469	172620
7533	172637	-4238.31	169.635	3726.48	-119.807	-17826.4	-747.778	24770	1110	469	172637
7534	172646	-4239.23	170.551	3723	-118.525	-17816.3	-742.889	24761	1102	469	172646
7535	172649	-4240.51	174.764	3723.18	-125.669	-17820.4	-746.444	24770	1110	469	172649
7536	172640	-4245.46	177.879	3720.8	-129.516	-17825.1	-746.222	24786	1108	469	172640
7537	172654	-4245.46	175.864	3722.45	-130.982	-17820.2	-746.778	24776	1113	468	172654
7538	172668	-4242.53	176.23	3719.15	-130.982	-17811.1	-754.222	24768	1136	467	172668
7539	172690	-4241.06	171.284	3718.6	-128.783	-17819.8	-757.111	24788	1148	466	172690
7540	172733	-4241.61	175.314	3718.97	-130.066	-17818.4	-762.778	24782	1157	467	172733
7541	172743	-4246.01	174.398	3715.48	-128.6	-17809.3	-757.444	24772	1155	467	172743
7542	172761	-4246.74	171.101	3709.99	-121.639	-17804.6	-753.778	24765	1142	467	172761
7543	172723	-4248.39	173.848	3707.24	-117.792	-17804.6	-754.556	24767	1145	467	172723
7544	172744	-4253.33	170.917	3700.65	-118.342	-17812.2	-758.111	24770	1151	467	172744
7545	172722	-4257.55	167.803	3703.03	-116.693	-17808.3	-757.667	24759	1145	466	172722
7546	172698	-4260.48	163.407	3703.39	-110.831	-17820.6	-756.889	24771	1134	465	172698
7547	172713	-4263.59	161.575	3698.27	-108.816	-17829.2	-756.444	24781	1130	468	172713
7548	172682	-4263.23	167.437	3699	-109.915	-17823.9	-753.778	24773	1128	468	172682
7549	172701	-4260.66	169.635	3697.53	-108.083	-17823.4	-751.333	24763	1124	468	172701
7550	172716	-4255.72	172.933	3702.3	-108.999	-17815.6	-750.556	24758	1121	469	172716
7551	172752	-4256.27	173.116	3702.48	-109.182	-17823	-743.778	24769	1104	469	172752
7552	172751	-4259.01	177.879	3705.78	-110.831	-17825.1	-746.444	24762	1100	470	172751
7553	172767	-4252.97	182.642	3703.94	-111.014	-17820.7	-745.222	24758	1099	470	172767
7554	172755	-4256.45	178.795	3702.3	-112.296	-17817.8	-743.111	24752	1090	469	172755
7555	172744	-4261.58	183.008	3704.68	-111.197	-17824	-744.667	24756	1096	469	172744
7556	172736	-4268.72	177.696	3703.39	-109.915	-17823.6	-747.222	24748	1099	471	172736
7557	172729	-4271.84	177.879	3697.72	-113.029	-17827.7	-746	24751	1102	472	172729
7558	172727	-4271.84	173.848	3698.08	-109.365	-17829.2	-750.111	24763	1109	472	172727
7559	172698	-4267.81	175.68	3700.65	-111.93	-17833.4	-746.667	24777	1096	473	172698
7560	172694	-4260.85	183.374	3704.68	-107.533	-17836.3	-738.556	24789	1087	473	172694
7561	172670	-4261.03	181.726	3704.13	-107.35	-17834.1	-742.556	24783	1087	473	172670
7562	172729	-4261.39	177.879	3703.58	-106.617	-17823.6	-735.667	24770	1067	473	172729
7563	172694	-4259.93	178.611	3692.95	-106.617	-17817.9	-737.889	24769	1067	474	172694
7564	172681	-4260.66	175.131	3689.11	-107.35	-17815	-737.889	24767	1063	475	172681
7565	172667	-4261.94	170.551	3687.46	-104.969	-17816	-736	24766	1062	475	172667
7566	172693	-4261.39	173.848	3687.82	-106.251	-17819.2	-721.556	24783	1048	475	172693
7567	172651	-4262.13	174.581	3686.72	-106.251	-17817.9	-718.556	24793	1049	475	172651
7568	172642	-4263.59	176.963	3681.41	-109.182	-17804.8	-708.222	24773	1032	475	172642
7569	172596	-4261.76	179.527	3682.51	-108.816	-17818.2	-707.333	24788	1034	475	172596
7570	172612	-4267.26	178.611	3688.19	-108.816	-17813.3	-709.778	24786	1042	475	172612
7571	172593	-4268.17	174.948	3685.99	-111.93	-17811.9	-704.667	24783	1026	474	172593
7572	172591	-4274.22	176.78	3683.06	-110.281	-17795.2	-701.778	24749	1024	473	172591
7573	172595	-4274.58	170.185	3678.3	-112.479	-17793.7	-703	24745	1029	473	172595
7574	172609	-4281.18	165.788	3675.37	-114.678	-17792.6	-703.667	24739	1019	469	172609
7575	172601	-4283.56	166.521	3668.04	-110.098	-17784.2	-695.333	24738	1012	469	172601
7576	172589	-4281.36	168.719	3666.21	-114.861	-17794.7	-696.667	24766	1012	469	172589
7577	172584	-4283.38	172.749	3664.37	-109.915	-17796.3	-698	24767	1014	469	172584
7578	172560	-4286.13	170.917	3664.01	-108.632	-17787.7	-688.667	24751	996	469	172560
7579	172551	-4285.03	167.986	3660.34	-108.266	-17786.2	-676.333	24756	979	469	172551
7580	172561	-4277.15	167.803	3660.89	-109.182	-17779.8	-672.333	24752	971	468	172561
7581	172605	-4281	172.749	3654.12	-112.296	-17794.2	-683	24786	989	469	172605
7582	172605	-4284.66	165.788	3652.65	-114.495	-17781.3	-683.556	24770	982	468	172605
7583	172631	-4283.19	159.01	3651.37	-106.068	-17770.9	-682.222	24756	976	469	172631
7584	172640	-4281.36	161.025	3653.02	-106.434	-17766.3	-674.556	24745	967	470	172640
7585	172627	-4278.8	163.223	3648.25	-106.801	-17760.3	-669.333	24737	960	471	172627
7586	172587	-4278.8	160.842	3651.73	-102.404	-17774.8	-661.556	24763	938	470	172587
7587	172616	-4282.83	155.346	3648.44	-102.038	-17767.9	-670.778	24743	963	470	172616
7588	172619	-4283.74	151.133	3642.39	-104.419	-17771.7	-672.333	24739	963	469	172619
7589	172631	-4287.77	153.148	3638.54	-94.1603	-17768.6	-674.556	24715	969	468	172631
7590	172650	-4295.29	152.598	3639.46	-92.1452	-17762.3	-674.889	24727	970	468	172650
7591	172625	-4293.82	150.217	3638.54	-92.878	-17769.8	-666.556	24736	963	468	172625
7592	172619	-4290.16	153.148	3637.08	-91.4124	-17776.2	-658.222	24738	946	468	172619
7593	172624	-4294.74	153.148	3636.35	-91.962	-17784	-657	24760	943	468	172624
7594	172616	-4294	153.514	3641.48	-89.3973	-17793.8	-661.111	24782	950	468	172616
7595	172592	-4292.9	156.262	3644.96	-86.0999	-17797.4	-655.111	24791	934	468	172592
7596	172593	-4293.27	152.415	3640.38	-86.4663	-17796.9	-665.444	24784	953	468	172593
7597	172589	-4290.71	148.934	3639.46	-90.4965	-17803.6	-663.889	24794	953	468	172589
7598	172585	-4295.83	150.034	3640.93	-89.3973	-17811.9	-654.222	24799	940	468	172585
7599	172575	-4293.82	151.133	3639.46	-95.0763	-17823	-655.444	24809	951	468	172575
7600	172576	-4302.25	152.965	3640.93	-90.6797	-17828.9	-654.667	24824	950	468	172576
7601	172584	-4298.03	155.713	3643.31	-91.2292	-17841.2	-650.444	24845	946	468	172584
7602	172601	-4300.05	155.163	3642.76	-85.9167	-17838.3	-649.889	24847	949	468	172601
7603	172571	-4301.15	154.797	3646.79	-86.6495	-17852.4	-646.333	24870	945	466	172571
7604	172566	-4305.91	158.644	3645.51	-84.4512	-17856.4	-650.222	24870	954	465	172566
7605	172566	-4306.64	161.575	3644.77	-85.5503	-17845.8	-642.111	24866	939	466	172566
7606	172543	-4310.49	160.842	3650.64	-89.0309	-17836.1	-639.778	24853	930	465	172543
7607	172558	-4304.81	161.758	3647.89	-95.4426	-17838.6	-635.111	24861	924	466	172558
7608	172572	-4305.91	166.338	3653.57	-93.9771	-17835.4	-631.667	24849	919	467	172572
7609	172549	-4308.11	162.674	3655.76	-95.809	-17837.7	-628.889	24859	900	467	172549
7610	172534	-4309.57	165.605	3652.83	-85.5503	-17828.9	-622.111	24856	893	467	172534
7611	172531	-4306.83	163.407	3667.86	-91.2292	-17836.6	-615.778	24871	892	466	172531
7612	172529	-4309.21	160.476	3665.66	-90.6797	-17838.1	-612.333	24881	891	467	172529
7613	172500	-4311.77	160.476	3663.09	-91.4124	-17841.7	-607.778	24885	874	467	172500
7614	172519	-4310.12	157.911	3663.09	-90.8629	-17835.3	-603.778	24884	866	463	172519
7615	172542	-4314.52	159.193	3667.67	-89.0309	-17850.8	-596.111	24903	861	462	172542
7616	172553	-4313.24	156.995	3670.24	-96.1754	-17848.4	-590.222	24898	858	461	172553
7617	172542	-4318.73	150.4	3676.47	-92.5116	-17844.9	-589.889	24896	857	461	172542
7618	172547	-4320.93	146.003	3671.7	-93.6107	-17854.8	-589.667	24903	861	461	172547
7619	172568	-4328.08	144.721	3670.79	-98.9233	-17851.8	-590.444	24892	876	461	172568
7620	172582	-4325.88	141.057	3675.55	-94.5267	-17857.9	-591.222	24905	875	461	172582
7621	172596	-4327.53	136.661	3676.65	-90.6797	-17853.7	-596.333	24891	887	463	172596
7622	172625	-4321.3	139.592	3675.55	-87.3822	-17859	-599.333	24909	886	462	172625
7623	172632	-4319.47	142.34	3672.8	-92.1452	-17863.6	-596.667	24920	882	463	172632
7624	172634	-4315.8	141.79	3671.52	-84.8175	-17854.3	-597.222	24907	883	462	172634
7625	172642	-4317.45	139.042	3670.97	-85.0007	-17848.6	-599	24881	881	464	172642
7626	172641	-4318	137.21	3675.37	-89.9469	-17844.9	-591.111	24874	866	463	172641
7627	172580	-4312.87	130.799	3678.11	-84.8175	-17845.3	-594	24864	876	464	172580
7628	172635	-4317.45	128.417	3669.5	-87.199	-17839.7	-589.444	24867	871	466	172635
7629	172613	-4313.24	125.303	3671.52	-89.5805	-17849.4	-592.111	24883	875	465	172613
7630	172613	-4313.6	126.036	3668.59	-88.8478	-17854.3	-589.889	24879	863	468	172613
7631	172599	-4320.57	126.585	3664.01	-89.9469	-17851.2	-591.556	24879	870	469	172599
7632	172596	-4319.1	124.936	3662.73	-88.4814	-17854.1	-590	24887	876	470	172596
7633	172597	-4319.83	123.105	3671.52	-89.2141	-17864.7	-600.222	24914	902	470	172597
7634	172597	-4320.2	125.669	3666.76	-91.7788	-17862.7	-600	24918	892	470	172597
7635	172567	-4325.15	128.967	3664.56	-97.0914	-17853.1	-603.333	24916	902	470	172567
7636	172569	-4326.43	123.654	3663.28	-99.4728	-17852.2	-613.111	24918	916	469	172569
7637	172575	-4326.06	124.753	3666.57	-102.77	-17864	-615	24938	911	469	172575
7638	172548	-4325.88	125.486	3666.94	-100.755	-17868.2	-608.778	24938	915	469	172548
7639	172563	-4324.05	125.669	3669.69	-101.854	-17866.4	-605.444	24930	915	469	172563
7640	172593	-4322.58	124.753	3673.53	-103.32	-17868.6	-594.667	24941	894	468	172593
7641	172574	-4318	130.615	3667.67	-97.2746	-17867	-593.444	24937	899	468	172574
7642	172581	-4323.31	136.477	3667.31	-96.3586	-17855.8	-591.444	24928	903	468	172581
7643	172580	-4324.23	140.141	3669.5	-95.4426	-17861.7	-590	24941	898	468	172580
7644	172577	-4326.98	144.172	3670.24	-101.854	-17865.3	-581.556	24952	892	469	172577
7645	172571	-4329.54	146.37	3675.37	-102.587	-17864.3	-584.444	24945	898	468	172571
7646	172573	-4331.19	149.667	3677.93	-107.533	-17866.9	-583.333	24936	890	467	172573
7647	172596	-4328.81	152.782	3680.31	-106.984	-17857.8	-581.667	24924	879	468	172596
7648	172585	-4326.06	154.247	3686.54	-106.068	-17853.9	-578.222	24915	866	468	172585
7649	172594	-4322.95	160.476	3682.88	-102.587	-17852.2	-578.333	24898	867	468	172594
7650	172573	-4319.1	160.842	3681.78	-98.3737	-17849.6	-572.667	24890	864	467	172573
7651	172556	-4314.52	165.788	3685.62	-104.785	-17843.9	-562.222	24881	838	467	172556
7652	172577	-4312.87	163.59	3686.36	-104.969	-17844.2	-565.667	24880	837	467	172577
7653	172565	-4312.32	163.407	3684.71	-104.419	-17842.9	-570.778	24886	847	467	172565
7654	172535	-4315.8	167.986	3688.19	-100.572	-17857.2	-563.889	24917	827	468	172535
7655	172542	-4317.82	173.848	3685.62	-99.2897	-17851.3	-557.556	24908	818	469	172542
7656	172563	-4315.44	170.001	3689.84	-99.4728	-17843.9	-553.111	24909	812	469	172563
7657	172565	-4316.72	179.711	3694.05	-103.32	-17850	-559.556	24920	830	469	172565
7658	172562	-4315.25	179.894	3691.67	-99.2897	-17850.3	-561.111	24931	836	469	172562
7659	172554	-4314.52	180.077	3691.85	-98.1905	-17862.4	-566.333	24950	851	468	172554
7660	172568	-4314.34	177.512	3690.39	-95.4426	-17863	-566.333	24939	851	468	172568
7661	172587	-4316.17	177.146	3685.62	-98.3737	-17858.4	-565.222	24930	847	467	172587
7662	172579	-4320.2	182.275	3684.89	-96.9082	-17861	-569.111	24925	850	467	172579
7663	172593	-4320.2	177.879	3687.82	-91.7788	-17867	-567	24935	845	467	172593
7664	172603	-4317.09	169.452	3691.49	-91.5956	-17872.4	-558.889	24944	834	467	172603
7665	172631	-4320.38	165.971	3692.4	-91.2292	-17868.7	-565.778	24948	842	467	172631
7666	172624	-4318	164.506	3694.23	-93.9771	-17865.1	-572.333	24962	857	469	172624
7667	172634	-4315.25	163.407	3693.5	-91.962	-17858.9	-571	24946	855	469	172634
7668	172620	-4317.63	161.208	3694.6	-90.6797	-17861.8	-568.333	24946	855	469	172620
7669	172620	-4312.87	156.995	3694.78	-92.1452	-17850.3	-572	24925	868	469	172620
7670	172606	-4320.75	159.01	3692.4	-92.3284	-17850.8	-572.778	24925	869	468	172606
7671	172602	-4320.75	159.376	3693.87	-93.4275	-17849.1	-578.333	24918	883	469	172602
7672	172659	-4319.65	158.827	3685.26	-92.6948	-17843.3	-577.444	24912	873	469	172659
7673	172670	-4321.12	160.292	3672.07	-88.6646	-17833.8	-579.556	24900	880	467	172670
7674	172631	-4322.4	163.04	3671.52	-92.1452	-17837.6	-582.556	24910	871	469	172631
7675	172650	-4324.23	162.307	3671.15	-92.878	-17847	-579.889	24935	861	469	172650
7676	172633	-4323.68	164.872	3674.45	-90.8629	-17853	-569.889	24929	837	468	172633
7677	172621	-4322.4	165.422	3675.73	-92.1452	-17851	-560.111	24917	819	469	172621
7678	172620	-4316.72	166.338	3675.55	-90.4965	-17852.2	-566.333	24918	837	470	172620
7679	172618	-4321.3	161.391	3676.83	-88.8478	-17853.3	-571.556	24918	838	470	172618
7680	172605	-4319.83	163.773	3672.62	-86.6495	-17855.6	-556.444	24926	816	470	172605
7681	172599	-4319.1	159.926	3677.93	-89.9469	-17852	-561.333	24924	818	470	172599
7682	172606	-4320.75	151.866	3682.69	-88.6646	-17854.3	-566.333	24937	827	470	172606
7683	172587	-4317.82	153.697	3682.69	-89.0309	-17870.6	-572.333	24975	841	470	172587
7684	172560	-4315.8	151.866	3677.93	-86.6495	-17877.2	-576	24981	848	471	172560
7685	172585	-4315.8	154.247	3682.51	-79.6882	-17880.6	-572.444	24989	838	472	172585
7686	172538	-4317.45	154.064	3684.53	-75.1084	-17882.6	-580	24991	838	472	172538
7687	172514	-4320.2	156.995	3684.16	-75.658	-17879.6	-586	24992	854	470	172514
7688	172497	-4318.55	152.415	3688.01	-77.3067	-17881.1	-584.778	24984	857	469	172497
7689	172521	-4321.3	149.118	3682.14	-78.2227	-17878.7	-583.556	24984	858	468	172521
7690	172514	-4320.93	148.751	3678.85	-81.8865	-17882.3	-584.778	24979	865	467	172514
7691	172498	-4323.31	144.904	3683.79	-85.0007	-17884.3	-582.333	24991	855	467	172498
7692	172507	-4322.76	142.706	3682.33	-89.2141	-17887.7	-578.111	24997	843	465	172507
7693	172483	-4320.75	145.637	3683.43	-90.4965	-17896	-583.556	25002	840	465	172483
7694	172503	-4318	148.385	3678.48	-91.4124	-17906.4	-582.222	25010	842	465	172503
7695	172529	-4316.72	147.469	3675.37	-95.9922	-17910.2	-581.778	25020	834	466	172529
7696	172555	-4318.18	149.667	3671.34	-99.656	-17909.3	-577.333	25020	838	466	172555
7697	172580	-4320.75	150.583	3664.56	-96.725	-17898	-569	25014	829	466	172580
7698	172585	-4321.66	155.163	3662.18	-95.0763	-17898.7	-578.444	25016	842	465	172585
7699	172593	-4321.3	155.346	3661.63	-96.5418	-17899.4	-583.444	25031	853	466	172593
7700	172560	-4319.1	158.094	3658.51	-100.938	-17893.9	-580.556	25019	851	467	172560
7701	172581	-4315.44	158.094	3665.11	-99.1065	-17900.8	-585.333	25031	860	468	172581
7702	172560	-4315.25	160.476	3663.46	-98.9233	-17903.4	-581.111	25037	850	468	172560
7703	172576	-4321.3	168.353	3663.28	-103.503	-17906.8	-575.667	25047	837	468	172576
7704	172557	-4324.23	174.032	3669.69	-99.4728	-17908	-568.222	25032	830	469	172557
7705	172551	-4331.19	166.521	3668.77	-97.6409	-17901.2	-569	25025	833	469	172551
7706	172535	-4326.06	165.422	3669.14	-97.2746	-17893.6	-562.667	25014	820	469	172535
7707	172566	-4322.76	166.887	3668.04	-100.572	-17877.9	-557	24989	815	470	172566
7708	172532	-4326.79	166.338	3661.99	-94.7099	-17870.2	-555.889	24980	815	470	172532
7709	172506	-4329.18	158.827	3663.28	-94.5267	-17868	-564.556	24970	825	470	172506
7710	172507	-4336.87	163.956	3664.01	-94.5267	-17853.7	-561	24953	819	471	172507
7711	172501	-4334.85	161.208	3670.42	-93.9771	-17852.7	-559.222	24948	809	471	172501
7712	172490	-4332.11	158.827	3669.5	-90.8629	-17847.6	-561.222	24950	813	471	172490
7713	172499	-4336.32	158.827	3677.2	-94.3435	-17848.1	-557	24953	805	472	172499
7714	172517	-4341.27	152.598	3682.69	-93.4275	-17840.1	-562.556	24943	813	471	172517
7715	172540	-4341.63	154.247	3683.24	-89.7637	-17832.6	-556.444	24933	806	472	172540
7716	172530	-4342.55	160.659	3680.5	-92.878	-17835.4	-559.778	24939	794	472	172530
7717	172515	-4341.82	161.391	3685.99	-89.9469	-17839.2	-556.667	24943	786	471	172515
7718	172510	-4345.11	167.62	3687.82	-91.4124	-17842.1	-555.889	24947	787	471	172510
7719	172513	-4346.4	171.284	3693.32	-94.8931	-17845.1	-549.222	24948	767	472	172513
7720	172514	-4346.4	172.749	3696.98	-90.4965	-17847.3	-546.778	24950	773	471	172514
7721	172486	-4350.98	168.902	3694.97	-91.0461	-17838.9	-537.444	24938	751	471	172486
7722	172477	-4352.44	170.917	3699.55	-92.1452	-17848	-538.111	24944	759	472	172477
7723	172484	-4355.19	172.566	3696.07	-95.9922	-17844.9	-538.222	24942	758	472	172484
7724	172471	-4360.87	175.314	3694.42	-100.938	-17844.1	-543.444	24933	765	473	172471
7725	172467	-4365.81	176.596	3689.84	-102.587	-17835.2	-544	24915	776	473	172467
7726	172458	-4373.69	174.948	3691.49	-99.4728	-17825.7	-551.889	24891	785	473	172458
7727	172413	-4372.23	174.032	3691.3	-99.1065	-17814.7	-551.667	24862	785	473	172413
7728	172463	-4375.34	173.848	3696.25	-106.984	-17812.4	-541	24860	775	473	172463
7729	172467	-4377.35	174.948	3690.39	-109.365	-17811.6	-533.778	24856	778	472	172467
7730	172443	-4379.19	168.902	3689.84	-115.227	-17816.9	-531.222	24870	775	472	172443
7731	172457	-4376.62	171.833	3690.2	-113.395	-17807.3	-538.333	24858	783	472	172457
7732	172471	-4378.64	172.749	3694.05	-115.41	-17803.8	-542.444	24868	796	472	172471
7733	172493	-4382.3	167.803	3691.67	-117.609	-17811.2	-552.444	24895	798	473	172493
7734	172501	-4382.3	160.659	3694.78	-115.41	-17813	-548.778	24895	801	473	172501
7735	172517	-4382.85	158.644	3699.36	-109.732	-17803.1	-552.111	24876	811	473	172517
7736	172502	-4378.45	163.223	3697.72	-107.167	-17812.3	-552.556	24875	815	473	172502
7737	172527	-4376.62	167.986	3705.04	-105.335	-17816.4	-558.667	24874	830	472	172527
7738	172524	-4376.81	165.422	3706.51	-108.083	-17816	-556.667	24878	832	473	172524
7739	172525	-4369.48	174.581	3707.24	-109.915	-17804.8	-548.444	24855	830	473	172525
7740	172565	-4363.25	173.665	3700.46	-108.816	-17796.9	-549	24848	827	472	172565
7741	172572	-4371.49	171.65	3697.35	-108.999	-17791.9	-552.111	24841	829	471	172572
7742	172572	-4365.81	174.032	3702.3	-107.716	-17781.9	-555.556	24817	838	473	172572
7743	172598	-4369.66	172.566	3700.83	-108.266	-17777.1	-565.667	24822	859	473	172598
7744	172574	-4366	179.711	3702.84	-113.029	-17764.6	-561.889	24807	843	473	172574
7745	172575	-4362.15	181.909	3709.07	-113.212	-17761.6	-566.556	24810	851	473	172575
7746	172604	-4367.28	178.611	3704.31	-112.846	-17762	-552.889	24818	824	474	172604
7747	172611	-4363.98	180.81	3705.41	-114.311	-17760.2	-547.667	24810	813	474	172611
7748	172627	-4367.1	178.428	3707.06	-108.266	-17757.1	-543.444	24798	795	472	172627
7749	172590	-4369.11	183.008	3703.58	-101.854	-17752.4	-544.556	24788	799	472	172590
7750	172654	-4369.48	183.741	3699.91	-102.953	-17755.7	-535.889	24793	779	472	172654
7751	172710	-4363.98	184.657	3701.56	-100.389	-17768.7	-533.222	24808	779	472	172710
7752	172720	-4363.43	184.107	3701.75	-108.632	-17766	-534.444	24794	776	472	172720
7753	172720	-4364.17	186.489	3703.39	-107.9	-17777.2	-540.556	24805	787	471	172720
7754	172719	-4365.08	184.29	3698.63	-108.816	-17774.1	-540.889	24813	788	471	172719
7755	172700	-4369.11	180.26	3700.83	-104.053	-17778.2	-542.444	24822	800	472	172700
7756	172695	-4374.61	180.993	3703.03	-102.587	-17785.7	-540.333	24817	799	472	172695
7757	172695	-4374.42	180.443	3702.11	-102.038	-17780	-545.111	24804	800	472	172695
7758	172692	-4375.52	178.062	3703.39	-103.503	-17788.4	-542.667	24812	802	471	172692
7759	172704	-4365.26	180.627	3706.33	-104.969	-17786	-545.778	24810	804	472	172704
7760	172703	-4365.81	183.924	3706.33	-107.716	-17773.2	-549	24799	805	472	172703
7761	172695	-4366	186.855	3708.16	-107.9	-17776.1	-545.111	24801	798	472	172695
7762	172723	-4366.36	191.618	3707.06	-110.831	-17778.4	-553	24808	809	472	172723
7763	172701	-4366	186.122	3702.66	-114.495	-17778.4	-557.667	24788	811	472	172701
7764	172710	-4363.98	178.245	3704.31	-115.044	-17789.9	-548.222	24805	798	472	172710
7765	172684	-4362.52	181.359	3709.99	-115.777	-17790	-545	24798	799	471	172684
7766	172689	-4362.33	178.795	3705.23	-118.158	-17798.3	-550.333	24803	803	470	172689
7767	172682	-4371.13	182.275	3705.04	-120.357	-17794	-558.778	24808	817	470	172682
7768	172650	-4377.9	180.81	3702.48	-123.105	-17792.4	-555.111	24818	812	470	172650
7769	172641	-4371.68	182.092	3699.73	-123.105	-17796.7	-550.556	24814	807	469	172641
