Restart? - 0
Model:	2dxyz
Jx:	0.225
Jy:	0.425
Jz:	0.25
Field:	0.05
Theta:	0
Dissipation:	1
N_sites (col x row):	9    (3 x 3 )
Reference:	
000
000
000

000
000
000

---------------------------


Number of iteration:	40000
Target walker number:	25000
Initial energy shift:	-4
Time step:	0.001
Random seed:	12345
Population control damping:	0.1
Importance sampling:	0.606531
Initiator:	10
Starting time:	Mon Jan 15 16:00:27 2018

---------------------------
Time 	 State number 	 Real Mx 	 Imag Mx 	 Real My 	 Imag My 	 Real Mz 	 Imag Mz 	 Div real 	 Div imag 	 Diag_det_nb 	 Det_nbr
1126	7233	-62.6514	13.373	262.147	-6.59489	-12605	21.5556	13481	-78	152	7233
1127	7269	-63.201	13.9225	261.597	-7.14446	-12636.6	24	13515	-82	152	7269
1128	7294	-63.201	14.1057	262.879	-6.04531	-12680.2	23.6667	13564	-81	153	7294
1129	7332	-63.7506	13.7393	263.246	-6.59489	-12727.2	23.5556	13615	-80	155	7332
1130	7369	-65.7657	13.7393	263.979	-5.31255	-12776.9	21.8889	13670	-77	156	7369
1131	7389	-66.3152	13.7393	265.811	-4.76297	-12816	23.4444	13712	-79	156	7389
1132	7414	-65.5825	14.8385	266.91	-4.39659	-12855.6	22.7778	13758	-77	156	7414
1133	7440	-65.7657	15.0217	267.826	-4.2134	-12903.3	21.1111	13812	-74	156	7440
1134	7483	-67.4144	14.1057	268.009	-4.39659	-12949.6	24.3333	13860	-79	156	7483
1135	7501	-67.7808	14.4721	268.375	-4.03021	-13011.7	26.6667	13925	-82	156	7501
1136	7543	-67.7808	14.4721	269.841	-4.39659	-13071.4	28.2222	13989	-84	156	7543
1137	7570	-67.7808	14.4721	271.306	-4.03021	-13106.7	26.3333	14026	-81	156	7570
1138	7603	-68.1471	13.7393	272.772	-3.29744	-13154.9	27.6667	14082	-83	157	7603
1139	7643	-68.6967	13.0066	273.505	-2.38149	-13215.1	29.5556	14146	-86	158	7643
1140	7674	-68.8799	12.2738	276.069	-2.1983	-13269.1	30.1111	14204	-87	158	7674
1141	7699	-71.2614	11.3579	276.619	-2.38149	-13327.2	31.3333	14265	-88	159	7699
1142	7732	-69.2463	11.541	277.535	-2.93106	-13382.7	31.3333	14324	-88	159	7732
1143	7754	-68.1471	12.2738	278.634	-2.93106	-13446	31.8889	14392	-89	160	7754
1144	7782	-68.6967	12.6402	279.367	-3.11425	-13499.9	32.8889	14451	-90	160	7782
1145	7819	-68.1471	11.9074	280.466	-3.29744	-13566	34.6667	14524	-94	163	7819
1146	7841	-69.2463	12.457	281.748	-2.93106	-13615.1	37	14576	-99	162	7841
1147	7870	-70.7118	11.9074	283.397	-2.56468	-13670.8	37.3333	14635	-100	164	7870
1148	7890	-70.895	10.9915	284.313	-2.0151	-13725.6	35.4444	14692	-97	164	7890
1149	7914	-71.0782	11.3579	284.679	-0.732765	-13774.4	38.1111	14744	-101	165	7914
1150	7942	-72.3605	13.0066	284.862	-0.183191	-13833.2	38.3333	14807	-101	165	7942
1151	7978	-72.5437	13.0066	285.595	0.732765	-13877.3	37.2222	14856	-99	166	7978
1152	8025	-73.0933	12.6402	285.595	2.38149	-13945.9	36.7778	14931	-99	166	8025
1153	8064	-73.8261	12.457	286.878	2.74787	-14004.6	38.5556	14993	-101	167	8064
1154	8106	-72.9101	12.0906	286.878	1.83191	-14064.7	39.4444	15060	-103	167	8106
1155	8143	-72.1774	11.9074	287.427	2.1983	-14117.8	38.6667	15118	-102	168	8143
1156	8185	-72.7269	12.8234	287.977	1.64872	-14190.2	39.7778	15194	-104	168	8185
1157	8222	-73.4597	13.9225	289.809	2.0151	-14241.1	41.5556	15250	-106	169	8222
1158	8261	-73.4597	13.1898	290.541	1.64872	-14304.4	40.6667	15318	-104	170	8261
1159	8291	-73.4597	13.0066	291.457	2.74787	-14355.2	41.2222	15373	-105	170	8291
1160	8331	-73.8261	13.9225	290.908	3.48063	-14405.8	44.6667	15426	-110	170	8331
1161	8353	-73.6429	16.1208	292.373	4.39659	-14466.4	40.3333	15492	-105	170	8353
1162	8385	-73.8261	16.4872	294.205	4.94616	-14527.7	41.2222	15559	-107	171	8385
1163	8427	-73.6429	16.304	295.121	4.03021	-14589.4	42.5556	15625	-109	171	8427
1164	8476	-73.6429	16.6704	296.953	4.39659	-14652.4	40.5556	15694	-105	173	8476
1165	8521	-74.742	16.1208	298.235	3.29744	-14708.6	38.5556	15755	-103	174	8521
1166	8549	-76.7571	16.4872	298.968	2.38149	-14768.4	39.8889	15820	-105	174	8549
1167	8598	-76.7571	15.3881	301.166	3.48063	-14827.4	42.7778	15883	-109	174	8598
1168	8630	-77.4899	16.1208	301.533	3.84702	-14875	43.8889	15935	-111	174	8630
1169	8647	-77.8563	16.4872	304.097	4.2134	-14945.6	44.4444	16010	-112	174	8647
1170	8676	-78.2227	15.5713	305.746	4.2134	-15015.7	43.8889	16085	-111	174	8676
1171	8706	-78.4059	15.5713	307.212	4.39659	-15078.3	43.3333	16155	-110	174	8706
1172	8733	-77.8563	15.2049	308.677	4.2134	-15131.4	45.2222	16213	-113	176	8733
1173	8765	-77.8563	16.1208	309.96	5.31255	-15197.4	47.4444	16285	-117	176	8765
1174	8800	-78.7722	14.8385	311.975	5.12936	-15269.7	52	16359	-124	176	8800
1175	8829	-78.4059	13.7393	314.539	4.76297	-15306	51	16394	-123	176	8829
1176	8872	-79.3218	13.373	317.47	5.31255	-15356.2	50.6667	16448	-122	176	8872
1177	8903	-78.0395	12.8234	319.486	4.76297	-15417.9	51.2222	16517	-123	177	8903
1178	8934	-78.0395	13.5562	321.684	5.12936	-15489.4	50.5556	16597	-123	178	8934
1179	8980	-78.589	14.6553	323.516	5.31255	-15540.1	49.6667	16655	-121	179	8980
1180	9003	-79.6882	13.373	324.798	6.04531	-15593.7	48.8889	16713	-120	180	9003
1181	9031	-78.4059	11.7242	324.615	5.12936	-15664.7	46.1111	16792	-117	180	9031
1182	9045	-78.0395	11.7242	327.546	6.2285	-15715.3	46.7778	16846	-117	180	9045
1183	9076	-78.4059	12.457	328.279	8.4268	-15785.3	45.8889	16920	-117	181	9076
1184	9106	-78.589	11.541	331.027	7.14446	-15846.7	46.8889	16986	-118	181	9106
1185	9132	-78.9554	12.2738	335.057	8.24361	-15915.8	47.5556	17060	-120	182	9132
1186	9161	-78.589	12.0906	336.706	8.24361	-15973.1	46.8889	17124	-118	182	9161
1187	9187	-78.7722	11.9074	337.255	8.06042	-16026.7	48.8889	17182	-120	182	9187
1188	9214	-79.1386	13.5562	337.072	7.32765	-16084.9	48.8889	17248	-120	182	9214
1189	9267	-81.1537	13.0066	338.354	7.14446	-16147.3	47.3333	17314	-116	184	9267
1190	9305	-80.7873	12.8234	340.369	6.04531	-16205.6	44.8889	17376	-112	184	9305
1191	9336	-80.6042	12.457	341.468	5.86212	-16282	43.6667	17458	-109	184	9336
1192	9370	-81.1537	12.6402	343.85	6.04531	-16341.8	43.5556	17524	-108	184	9370
1193	9401	-81.5201	11.541	344.583	4.57978	-16404.7	42.8889	17590	-106	185	9401
1194	9438	-81.8865	10.2587	346.231	3.48063	-16471.6	39.7778	17662	-102	185	9438
1195	9492	-82.6193	10.2587	349.163	1.28234	-16542.6	38.3333	17737	-101	184	9492
1196	9526	-83.352	9.52595	350.994	1.64872	-16604.9	38	17802	-100	184	9526
1197	9576	-82.2529	9.52595	350.994	1.64872	-16677.1	35.6667	17880	-97	185	9576
1198	9612	-82.8024	9.52595	352.826	1.46553	-16736.3	36.4444	17941	-98	185	9612
1199	9643	-81.3369	8.79318	353.925	1.46553	-16796.9	39.3333	18006	-102	185	9643
1200	9680	-80.7873	9.52595	355.025	1.64872	-16840.1	40.6667	18053	-104	185	9680
1201	9717	-81.5201	10.6251	356.857	1.64872	-16901.2	38.4444	18119	-100	186	9717
1202	9765	-81.7033	9.34275	358.139	2.1983	-16983.8	36.7778	18208	-97	187	9765
1203	9781	-81.5201	8.79318	359.421	1.64872	-17051.1	37.1111	18282	-96	187	9781
1204	9830	-82.4361	9.34275	360.337	1.83191	-17105.4	40.2222	18337	-100	187	9830
1205	9859	-83.7184	8.79318	362.719	1.28234	-17177	38	18413	-98	187	9859
1206	9906	-85.5503	6.41169	362.902	0.915956	-17246.8	35.6667	18487	-95	187	9906
1207	9942	-85.3671	5.31255	365.1	1.83191	-17314.9	36.4444	18560	-98	187	9942
1208	9981	-85.1839	5.67893	366.932	2.0151	-17380.1	38	18629	-102	189	9981
1209	10008	-85.1839	5.49574	367.848	2.0151	-17450.2	39.3333	18704	-104	189	10008
1210	10042	-84.6344	3.29744	368.581	1.09915	-17525	39.7778	18787	-104	190	10042
1211	10088	-85.5503	4.76297	368.947	0.549574	-17623.9	39	18893	-103	192	10088
1212	10115	-87.3822	4.39659	371.145	0.915956	-17683.6	41	18958	-107	192	10115
1213	10154	-86.6495	4.39659	372.977	0.549574	-17753	37.8889	19035	-103	192	10154
1214	10207	-87.7486	3.66383	374.809	-0.915956	-17832.6	31.3333	19123	-94	194	10207
1215	10228	-87.0158	4.57978	376.824	-1.28234	-17886.8	28.5556	19181	-89	194	10228
1216	10260	-87.3822	3.29744	377.374	-0.549574	-17960.3	26.7778	19261	-85	194	10260
1217	10296	-86.4663	3.29744	377.74	0.366383	-18015.6	27.7778	19320	-86	195	10296
1218	10323	-87.9318	2.1983	378.84	-6.93889e-16	-18082.4	29.7778	19394	-88	196	10323
1219	10361	-86.0999	2.93106	380.671	-0.366383	-18152.6	29	19471	-87	196	10361
1220	10395	-87.5654	3.11425	382.687	-0.732765	-18220.7	25.8889	19546	-83	197	10395
1221	10421	-87.199	2.1983	383.969	0.366383	-18278.6	28	19609	-86	197	10421
1222	10453	-87.3822	2.56468	385.434	0.183191	-18351	28.8889	19685	-88	197	10453
1223	10482	-87.5654	3.84702	385.984	0.366383	-18423.4	27.2222	19765	-85	198	10482
1224	10528	-88.4814	4.39659	386.534	1.28234	-18504.4	28.1111	19852	-87	198	10528
1225	10557	-89.3973	4.2134	387.083	0.732765	-18591.9	23.8889	19947	-83	199	10557
1226	10595	-88.115	5.86212	389.831	0.183191	-18691.8	24	20052	-84	199	10595
1227	10630	-88.6646	7.87722	391.846	-0.366383	-18756.2	21	20120	-79	199	10630
1228	10671	-89.5805	8.06042	392.762	0.183191	-18836.2	21.6667	20208	-81	200	10671
1229	10719	-89.2141	8.4268	394.96	-0.549574	-18905.8	23.3333	20284	-84	200	10719
1230	10757	-89.0309	9.52595	396.059	3.55271e-15	-18984.3	24.6667	20369	-86	200	10757
1231	10800	-90.6797	8.60999	398.075	0.183191	-19052.2	25.6667	20440	-87	200	10800
1232	10842	-91.5956	8.79318	400.456	-0.732765	-19132	26.3333	20526	-87	200	10842
1233	10891	-91.4124	9.89233	403.021	-0.915956	-19202.3	25.4444	20601	-85	200	10891
1234	10927	-92.5116	9.70914	404.669	-0.549574	-19287.7	25.2222	20695	-85	200	10927
1235	10968	-92.1452	8.97637	405.402	-0.915956	-19371	22	20787	-80	201	10968
1236	11007	-94.1603	8.97637	407.234	-1.09915	-19464	20.8889	20886	-78	201	11007
1237	11055	-93.4275	7.69403	408.883	-1.83191	-19568.2	22.2222	21000	-78	202	11055
1238	11100	-92.3284	8.79318	409.982	3.55271e-15	-19635.9	24	21075	-80	202	11100
1239	11150	-94.7099	8.24361	413.463	-0.915956	-19712.6	21.6667	21159	-77	202	11150
1240	11188	-95.2595	9.15956	415.478	-1.83191	-19780.6	26.5556	21237	-85	202	11188
1241	11232	-96.5418	8.4268	418.042	-0.549574	-19862.4	29.5556	21328	-90	202	11232
1242	11266	-98.3737	8.79318	420.241	0.183191	-19944.2	27.8889	21414	-89	202	11266
1243	11317	-98.1905	10.4419	422.989	0.366383	-20001.3	28.3333	21478	-89	201	11317
1244	11354	-99.2897	9.52595	425.37	0.732765	-20089.3	28.3333	21572	-91	201	11354
1245	11389	-99.4728	9.15956	426.103	1.64872	-20169.2	29.1111	21659	-92	201	11389
1246	11406	-99.4728	8.97637	427.019	1.28234	-20261.3	29.3333	21760	-92	201	11406
1247	11434	-98.0073	8.97637	429.95	0.549574	-20334.7	26.3333	21840	-87	203	11434
1248	11469	-97.8241	5.31255	430.683	0.732765	-20396.2	27.5556	21906	-90	203	11469
1249	11512	-97.8241	7.14446	432.148	1.46553	-20475.3	28.8889	21994	-92	202	11512
1250	11542	-98.3737	7.32765	433.064	3.11425	-20563.3	27.6667	22090	-89	203	11542
1251	11566	-98.5569	6.77808	435.079	3.66383	-20637.3	26.4444	22168	-88	203	11566
1252	11590	-100.572	7.87722	436.911	2.38149	-20715.4	27.8889	22255	-89	203	11590
1253	11643	-100.022	6.96127	439.659	2.1983	-20806.1	26	22353	-86	203	11643
1254	11667	-99.1065	6.77808	443.14	0.915956	-20901.3	27.3333	22456	-88	202	11667
1255	11692	-99.8392	6.96127	445.521	1.28234	-20982.6	26.1111	22541	-87	202	11692
1256	11734	-99.4728	6.96127	446.987	0.183191	-21068.8	27.7778	22633	-90	202	11734
1257	11763	-100.572	7.69403	446.254	-0.183191	-21166.8	28.6667	22739	-92	202	11763
1258	11800	-102.221	7.14446	447.536	-0.366383	-21262.2	30.4444	22842	-94	202	11800
1259	11853	-102.221	6.2285	451.017	1.06581e-14	-21355.9	33.6667	22945	-99	202	11853
1260	11898	-103.503	6.2285	452.849	-1.28234	-21450.9	32.6667	23050	-98	205	11898
1261	11939	-102.221	6.04531	454.497	-0.732765	-21547.9	34	23153	-100	205	11939
1262	11970	-102.587	6.41169	455.963	8.88178e-15	-21637.9	35.3333	23251	-102	207	11970
1263	12029	-102.587	6.41169	456.696	-0.366383	-21714.1	38	23335	-106	207	12029
1264	12066	-103.32	3.84702	461.459	-1.46553	-21809.8	39.8889	23438	-109	207	12066
1265	12112	-102.221	5.67893	465.123	-2.1983	-21902.6	40.8889	23539	-110	207	12112
1266	12151	-103.137	5.31255	466.955	-1.64872	-21983.1	42	23622	-112	208	12151
1267	12190	-104.419	5.31255	469.153	-2.1983	-22077.7	44	23725	-116	208	12190
1268	12232	-106.068	5.49574	471.168	-2.74787	-22181.2	44.5556	23837	-117	210	12232
1269	12270	-106.801	5.67893	472.084	-4.2134	-22266.1	38.2222	23931	-108	210	12270
1270	12313	-106.617	5.12936	471.534	-4.03021	-22345.7	38.6667	24015	-108	210	12313
1271	12350	-107.533	4.39659	472.633	-5.31255	-22441.7	39.6667	24119	-111	209	12350
1272	12379	-107.9	5.31255	475.748	-5.67893	-22519.2	39.5556	24203	-110	210	12379
1273	12429	-107.9	4.94616	477.213	-5.31255	-22593.8	36.3333	24284	-105	210	12429
1274	12461	-108.083	6.2285	479.228	-7.32765	-22706.2	40.4444	24406	-110	211	12461
1275	12505	-108.449	6.41169	480.511	-8.79318	-22814.8	45.8889	24519	-117	211	12505
1276	12559	-107.35	7.14446	481.61	-9.52595	-22907.1	46	24616	-118	211	12559
1277	12593	-107.716	7.14446	484.907	-9.89233	-22996.2	49.7778	24712	-124	211	12593
1278	12624	-108.449	6.59489	486.556	-9.89233	-23065.6	47.1111	24786	-122	211	12624
1279	12668	-109.732	7.14446	490.769	-11.1747	-23122.9	49.7778	24846	-126	211	12668
1280	12711	-109.915	5.86212	492.418	-10.2587	-23193.2	50.1111	24919	-127	211	12711
1281	12743	-109.915	5.31255	493.334	-11.7242	-23268.3	49.8889	24999	-127	212	12743
1282	12772	-110.281	4.03021	496.815	-12.0906	-23324	51.3333	25060	-130	212	12772
1283	12813	-111.563	2.74787	499.929	-11.9074	-23395.2	52.7778	25137	-131	212	12813
1284	12849	-113.029	1.83191	503.41	-10.4419	-23451.8	54	25200	-132	212	12849
1285	12889	-112.113	0.732765	507.44	-9.89233	-23517.7	54.7778	25271	-133	212	12889
1286	12931	-113.029	1.46553	508.905	-8.97637	-23554.7	56.5556	25312	-137	211	12931
1287	12963	-113.762	2.84217e-14	510.004	-8.60999	-23613.4	53	25377	-131	212	12963
1288	13013	-115.044	-0.366383	511.47	-7.69403	-23654.2	52.1111	25422	-131	212	13013
1289	13050	-115.41	0.732765	512.569	-7.69403	-23704.3	49.4444	25477	-127	213	13050
1290	13097	-117.792	2.1983	515.134	-6.41169	-23752.6	49	25529	-125	213	13097
1291	13141	-120.54	3.48063	517.882	-7.32765	-23809.8	46.3333	25592	-121	214	13141
1292	13205	-121.456	3.84702	517.882	-5.67893	-23872	45.8889	25662	-119	213	13205
1293	13252	-122.372	4.03021	520.63	-4.39659	-23911.1	46.4444	25706	-118	214	13252
1294	13302	-122.921	2.74787	522.278	-4.2134	-23941.3	47.5556	25742	-122	215	13302
1295	13350	-123.471	3.48063	524.843	-3.29744	-23981	49	25787	-121	214	13350
1296	13397	-123.471	3.66383	525.759	-2.56468	-24023.4	47.8889	25833	-119	215	13397
1297	13448	-122.005	4.57978	527.408	-3.29744	-24052.3	49.7778	25863	-122	215	13448
1298	13509	-124.204	6.59489	529.789	-3.29744	-24078.4	44.2222	25892	-114	216	13509
1299	13560	-124.387	6.41169	530.339	-3.48063	-24115.8	44.3333	25934	-113	217	13560
1300	13588	-125.12	6.2285	531.987	-4.94616	-24146.2	45	25968	-113	217	13588
1301	13635	-124.204	4.39659	533.819	-4.76297	-24172	48.3333	25998	-117	217	13635
1302	13687	-124.02	4.39659	536.75	-6.41169	-24214.1	50.1111	26045	-121	216	13687
1303	13738	-126.952	4.76297	540.414	-6.04531	-24245.2	47.7778	26081	-118	216	13738
1304	13778	-126.585	6.59489	543.712	-5.67893	-24279.4	48.2222	26119	-118	215	13778
1305	13826	-125.303	6.04531	545.727	-4.03021	-24300	46.7778	26144	-117	216	13826
1306	13865	-126.402	6.96127	547.742	-4.76297	-24325.4	49.6667	26175	-121	216	13865
1307	13920	-127.318	8.06042	550.673	-4.2134	-24348.4	46.5556	26202	-117	217	13920
1308	13970	-127.318	7.69403	555.436	-4.2134	-24366.3	47.2222	26223	-119	218	13970
1309	14010	-126.036	7.69403	557.268	-3.29744	-24388.2	47.2222	26250	-119	218	14010
1310	14041	-126.585	6.77808	558.55	-3.48063	-24397.8	46.5556	26262	-117	219	14041
1311	14094	-126.768	8.79318	560.199	-3.66383	-24418	49	26286	-121	219	14094
1312	14136	-128.051	9.15956	561.298	-3.48063	-24428.9	48.4444	26296	-122	219	14136
1313	14179	-127.501	9.52595	564.595	-3.29744	-24439.9	49.8889	26311	-125	219	14179
1314	14196	-127.318	8.97637	566.977	-2.74787	-24451	52.4444	26321	-130	220	14196
1315	14249	-127.501	8.97637	569.908	-1.83191	-24472.6	54.4444	26345	-134	220	14249
1316	14297	-130.066	9.70914	571.007	-1.46553	-24491	54.4444	26365	-134	219	14297
1317	14370	-130.066	10.0755	573.205	-4.03021	-24504.3	52.1111	26379	-131	219	14370
1318	14420	-130.432	10.0755	576.136	-3.29744	-24518.9	48.3333	26398	-123	220	14420
1319	14463	-130.799	9.70914	577.968	-2.56468	-24527.7	45.7778	26409	-122	220	14463
1320	14507	-130.615	9.52595	580.35	-2.0151	-24540.9	45.7778	26426	-122	220	14507
1321	14552	-131.348	9.89233	581.815	-2.0151	-24563	45.5556	26453	-120	220	14552
1322	14590	-132.997	11.1747	584.93	-3.29744	-24572	49	26460	-125	218	14590
1323	14623	-134.279	11.1747	586.762	-4.94616	-24575.2	48.8889	26463	-124	218	14623
1324	14675	-132.814	8.97637	587.861	-6.04531	-24590.1	46.3333	26483	-121	218	14675
1325	14724	-132.814	8.24361	589.693	-5.67893	-24600.4	47	26494	-121	218	14724
1326	14753	-132.447	8.06042	589.509	-6.41169	-24609.4	44.2222	26503	-118	219	14753
1327	14799	-132.63	5.67893	591.891	-5.49574	-24621	39.8889	26515	-113	219	14799
1328	14861	-132.814	7.51084	593.356	-6.04531	-24619.3	40.4444	26512	-114	219	14861
1329	14899	-134.096	6.04531	593.356	-5.49574	-24633.2	39.5556	26527	-112	221	14899
1330	14934	-133.363	4.94616	595.555	-6.59489	-24642	38.2222	26536	-110	221	14934
1331	14981	-133.913	3.48063	598.852	-6.77808	-24645.7	41.1111	26539	-114	222	14981
1332	15034	-133.73	2.1983	601.6	-6.96127	-24648.6	43.4444	26543	-117	222	15034
1333	15070	-134.279	2.38149	604.714	-6.41169	-24656.9	50	26556	-126	221	15070
1334	15096	-134.096	2.93106	606.363	-8.79318	-24662.3	49.6667	26565	-125	223	15096
1335	15135	-134.646	3.11425	609.477	-9.70914	-24665.9	49.5556	26567	-124	223	15135
1336	15177	-134.279	2.56468	612.592	-9.70914	-24670.6	46.8889	26573	-120	223	15177
1337	15202	-136.661	1.46553	614.79	-8.06042	-24666.8	47.7778	26567	-122	223	15202
1338	15256	-138.126	2.0151	616.805	-7.32765	-24666.4	48	26568	-122	224	15256
1339	15316	-137.943	1.09915	619.186	-5.67893	-24667.2	50	26567	-126	223	15316
1340	15375	-137.577	0.549574	621.202	-6.41169	-24662.8	51.7778	26561	-128	223	15375
1341	15406	-136.844	-1.09915	622.85	-6.41169	-24657.6	50.7778	26556	-127	223	15406
1342	15452	-137.393	-1.09915	625.781	-5.86212	-24661.1	51.3333	26560	-128	223	15452
1343	15496	-138.309	0.183191	627.43	-5.31255	-24665	49.8889	26565	-125	223	15496
1344	15539	-138.126	-1.28234	630.361	-5.49574	-24665.9	51.6667	26567	-127	223	15539
1345	15579	-138.493	-0.183191	631.46	-5.12936	-24682.9	49.3333	26582	-124	220	15579
1346	15640	-139.409	1.83191	633.842	-7.51084	-24688.2	48.2222	26590	-124	220	15640
1347	15671	-139.958	0.732765	636.773	-6.96127	-24698.7	47.8889	26604	-123	219	15671
1348	15700	-139.592	2.56468	639.337	-5.86212	-24709.3	44.6667	26616	-118	218	15700
1349	15752	-141.79	3.29744	641.902	-6.59489	-24713.6	45.5556	26620	-118	218	15752
1350	15802	-142.889	4.76297	645.566	-5.86212	-24723.4	46.6667	26633	-120	220	15802
1351	15857	-142.706	5.49574	645.566	-6.04531	-24731	48	26645	-120	220	15857
1352	15897	-143.805	4.57978	650.146	-6.41169	-24739.1	48.8889	26656	-122	220	15897
1353	15929	-143.988	6.41169	651.978	-6.2285	-24743.6	52.1111	26662	-125	219	15929
1354	15972	-144.172	5.31255	656.374	-7.14446	-24739.9	51.3333	26657	-126	218	15972
1355	16021	-145.82	4.57978	658.573	-7.32765	-24742.3	54.2222	26659	-130	218	16021
1356	16062	-143.805	2.74787	658.206	-6.41169	-24738.2	55.5556	26654	-134	219	16062
1357	16112	-143.622	1.09915	659.855	-4.39659	-24739.6	51.7778	26658	-128	220	16112
1358	16165	-145.454	-0.366383	662.42	-5.49574	-24737.4	50.1111	26655	-125	220	16165
1359	16194	-143.072	-0.732765	666.816	-4.57978	-24740.1	51.7778	26661	-128	221	16194
1360	16254	-143.439	0.183191	668.831	-4.57978	-24740.9	50.1111	26664	-125	221	16254
1361	16298	-145.454	-1.64872	669.93	-7.69403	-24741.9	48.6667	26669	-122	221	16298
1362	16329	-144.904	-3.11425	672.129	-8.24361	-24748.7	51.4444	26682	-127	221	16329
1363	16376	-146.37	-1.46553	675.976	-10.0755	-24748	51.8889	26686	-127	221	16376
1364	16424	-146.003	-1.28234	677.991	-8.97637	-24742.8	52.7778	26681	-127	221	16424
1365	16469	-145.637	-2.74787	680.556	-8.60999	-24731.7	54.8889	26667	-130	221	16469
1366	16494	-148.202	-2.93106	681.471	-7.87722	-24739.9	55.7778	26675	-132	221	16494
1367	16524	-147.286	-3.48063	684.952	-6.96127	-24735.2	53.5556	26669	-130	222	16524
1368	16565	-148.202	-2.56468	687.334	-5.67893	-24743.4	54.6667	26683	-132	223	16565
1369	16622	-148.751	-4.2134	688.616	-6.96127	-24749	49.2222	26693	-123	223	16622
1370	16646	-147.835	-4.76297	690.631	-4.94616	-24750	51.4444	26696	-127	223	16646
1371	16716	-149.301	-4.2134	693.745	-3.48063	-24746.7	52.1111	26692	-129	224	16716
1372	16766	-149.301	-2.56468	695.028	-2.38149	-24750.3	51.1111	26699	-126	224	16766
1373	16797	-149.484	-2.93106	697.226	-5.12936	-24761.1	49.6667	26714	-123	224	16797
1374	16845	-149.667	-2.38149	699.974	-6.77808	-24756.4	44.2222	26710	-114	225	16845
1375	16879	-149.301	-0.732765	702.355	-7.87722	-24751.6	46.7778	26704	-117	225	16879
1376	16929	-148.934	-7.10543e-15	705.286	-9.34275	-24757.1	46	26714	-116	225	16929
1377	16969	-150.583	1.28234	706.569	-9.15956	-24764.6	43.4444	26725	-111	226	16969
1378	17005	-150.034	1.28234	708.767	-8.97637	-24764.8	41.7778	26727	-108	225	17005
1379	17045	-150.583	1.09915	709.317	-9.52595	-24754.7	42.5556	26716	-109	226	17045
1380	17102	-149.484	1.46553	712.614	-8.06042	-24758.9	41.5556	26724	-106	228	17102
1381	17136	-149.85	2.38149	716.095	-8.79318	-24759.8	39.3333	26726	-102	228	17136
1382	17186	-150.034	2.1983	716.278	-8.24361	-24759.6	43	26728	-109	228	17186
1383	17242	-150.95	3.11425	718.659	-11.7242	-24766.8	43.5556	26743	-110	228	17242
1384	17284	-150.95	2.56468	719.209	-12.457	-24763.1	45.1111	26738	-112	227	17284
1385	17338	-151.682	3.29744	718.11	-12.457	-24767	46.5556	26745	-113	227	17338
1386	17375	-154.98	1.83191	719.942	-12.0906	-24761.7	45.1111	26741	-112	227	17375
1387	17434	-156.079	3.29744	721.774	-10.2587	-24765.7	48.6667	26747	-116	226	17434
1388	17495	-155.346	3.48063	723.422	-8.79318	-24775.2	48.7778	26761	-115	226	17495
1389	17557	-157.911	4.76297	722.873	-12.457	-24762.8	47.1111	26747	-112	227	17557
1390	17584	-156.812	4.03021	723.972	-10.9915	-24759.1	46	26746	-110	227	17584
1391	17624	-158.46	4.2134	725.621	-9.70914	-24757.8	43.5556	26744	-106	227	17624
1392	17658	-159.376	5.12936	728.002	-9.89233	-24755.6	44.8889	26744	-106	227	17658
1393	17690	-161.575	6.77808	730.384	-9.89233	-24756.3	43.4444	26749	-105	226	17690
1394	17736	-160.109	5.49574	733.864	-9.89233	-24759	39.7778	26755	-100	225	17736
1395	17778	-161.208	5.31255	737.711	-7.32765	-24755.1	35.3333	26748	-94	223	17778
1396	17816	-161.575	4.76297	742.291	-6.59489	-24760.9	37.3333	26756	-94	223	17816
1397	17862	-162.124	1.83191	744.489	-6.77808	-24765.1	38	26764	-94	223	17862
1398	17899	-163.59	1.64872	745.772	-7.51084	-24768.3	37.6667	26771	-93	223	17899
1399	17949	-163.223	0	745.588	-8.24361	-24763.1	36.1111	26768	-91	223	17949
1400	17989	-162.857	-0.549574	749.069	-8.24361	-24758.8	38.2222	26761	-94	224	17989
1401	18029	-162.124	-0.549574	749.802	-9.70914	-24760	38.5556	26764	-95	223	18029
1402	18067	-161.208	0.915956	752.366	-10.9915	-24762	37.7778	26768	-94	223	18067
1403	18108	-162.124	0.183191	753.832	-8.97637	-24762.3	35.4444	26773	-89	223	18108
1404	18136	-161.758	5.68434e-14	755.847	-10.8083	-24768.8	36.7778	26785	-91	223	18136
1405	18182	-160.842	0.732765	758.412	-9.89233	-24767	40.3333	26785	-97	223	18182
1406	18233	-162.124	1.09915	759.145	-8.60999	-24766.2	37.5556	26786	-92	224	18233
1407	18270	-161.391	1.09915	762.076	-8.97637	-24766.7	40.2222	26788	-96	223	18270
1408	18327	-160.842	1.42109e-14	763.908	-8.79318	-24761.2	39	26783	-93	223	18327
1409	18397	-160.476	1.09915	767.205	-5.49574	-24752.4	40.7778	26770	-97	222	18397
1410	18441	-161.941	2.93106	768.67	-5.12936	-24738.4	37.5556	26752	-92	221	18441
1411	18492	-163.407	3.11425	770.319	-6.96127	-24730.1	32.6667	26743	-86	222	18492
1412	18554	-165.239	4.57978	773.617	-5.86212	-24725.7	33.1111	26741	-86	222	18554
